id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43204585,Royal Residence istanbul - Deluxe Oda,342136944,Nefise,,Bagcilar,41.04257,28.81356,Entire home/apt,690,1,16,2021-11-19,0.81,2,358,13,
43206021,Bright And Cosy Room,279182908,Mondo,,Beyoglu,41.03594,28.98743,Private room,152,1,11,2021-11-07,0.65,2,330,10,
43221889,Şile’de orman içinde köy evi,233025158,Murat,,Sile,41.17428,29.48998,Entire home/apt,1130,2,8,2021-07-23,0.46,2,364,7,
43228285,Beşiktaş Çarşı içinde 3+1 evde eşyalı oda,77934589,Doğa,,Besiktas,41.0442,29.00304,Private room,200,3,0,,,1,39,0,
43251874,Sanchez appartements,344374993,Geovani,,Besiktas,41.042,29.00779,Entire home/apt,824,60,0,,,1,179,0,
43255249,İstabanbul merkez de hijyen rahat daire,344433127,Mehmet Şirin,,Kagithane,41.07145,28.98449,Entire home/apt,517,1,0,,,1,365,0,
43256159,Paylaşımlı oda,344440406,Metin,,Uskudar,41.00538,29.06755,Private room,2061,1,0,,,1,365,0,
43256594,İstanbul da merkezi bir yerde,344443918,Funda,,Eyup,41.07845,28.95298,Private room,100,2,0,,,1,365,0,
43262473,Modern Istanbul flat 3+1,294356419,Hussein,,Beylikduzu,40.99382,28.67509,Entire home/apt,299,28,5,2021-05-22,0.36,2,152,2,
43264813,Masal Suite,344493337,MasalSuite,,Kadikoy,40.99517,29.02655,Private room,486,1,1,2021-06-30,0.16,1,345,1,
43265215,subway  50 mt  parkıng 10 mt Sea View Hotel Room,344494810,Meftun,,Beyoglu,41.02689,28.96924,Private room,750,7,1,2020-09-16,0.06,2,357,0,
43268332,The Bite Balo,344511932,Kenan,,Beyoglu,41.03429,28.97948,Private room,2061,1,0,,,1,365,0,
43274277,Osmanbey Kurtuluşta eşyalı daire,289944127,Görkem,,Sisli,41.05012,28.98352,Entire home/apt,330,1,1,2020-09-10,0.06,1,120,0,
43276047,In the center of th city next to the metro station,9268955,Emin,,Sisli,41.055,28.9871,Private room,258,7,0,,,4,10,0,
43281997,The Minimal Apartment,192459877,Cenk,,Beyoglu,41.03076,28.98799,Entire home/apt,605,14,6,2021-09-25,0.43,1,230,5,
43282846,Hep gulun,344593701,Sezer,,Umraniye,41.01517,29.12349,Entire home/apt,466,1,1,2020-11-06,0.07,1,365,0,
43284905,Clean deluxe!,315880554,Esra,,Esenyurt,41.00816,28.67506,Entire home/apt,300,28,2,2020-08-07,0.12,2,365,0,
43292519,Rent room,56888916,Mehmet,,Sariyer,41.08603,29.046,Private room,165,1,12,2021-12-25,0.69,1,361,8,
43293853,Leventin Göbeğinde Ulaşımı Kolay Paylaşımlı Daire,344737434,Seçkin,,Kagithane,41.07971,29.00122,Private room,120,1,0,,,1,90,0,
43294105,G Yoo 2+1 luxury abatement with full furnitures,334754422,Abdullah,,Bagcilar,41.05436,28.81293,Entire home/apt,1030,7,0,,,1,180,0,
43299186,Temizevv,344751694,Mustafa,,Esenyurt,41.00758,28.6635,Entire home/apt,300,29,0,,,1,365,0,
43302360,Design studio   B06,12173866,Tasarimparki,,Atasehir,40.97546,29.14917,Entire home/apt,263,30,3,2021-11-11,0.23,4,191,2,
43303322,Baza_Ist,344825236,Abdulraheem,,Bagcilar,41.05767,28.81144,Entire home/apt,618,2,0,,,4,173,0,
43310848,Stylish 1bed room apt with balconi,20106996,Myso,,Beylikduzu,40.99326,28.62148,Entire home/apt,553,3,0,,,1,365,0,
43310901,Entire Apartment close to everything at Bagdat cad,251187033,Fethi,,Maltepe,40.93636,29.12207,Entire home/apt,480,3,19,2021-12-27,1.23,2,349,16,
43326938,Bright apartment near Taksim long-short term,145321264,Burcu,,Sisli,41.05473,28.97217,Entire home/apt,457,13,1,2021-12-08,1,9,360,1,
43332125,Private room in Üsküdar İstanbul,345102774,Elif,,Uskudar,41.0155,29.01155,Private room,107,2,0,,,2,193,0,
43335659,"Ataşehir Esatpsşa da 1+1 full eşyalı, daire...",311964424,Cem,,Uskudar,41.01267,29.08395,Entire home/apt,515,1,0,,,1,180,0,
43337330,Havuz manzarali yürüyüş parkuru market cafe mevcut,345153803,Cengiz,,Esenyurt,41.02346,28.65742,Shared room,155,1,0,,,1,180,0,
43338999,Luxury Villa with Amazing Views of the Bosporus,345167417,Nermin,,Sariyer,41.16375,29.03916,Entire home/apt,4432,5,0,,,1,363,0,
43339240,Baza_Ist,344825236,Abdulraheem,,Bagcilar,41.05612,28.80953,Entire home/apt,824,2,2,2021-10-31,0.12,4,88,1,
43339352,Baza_Ist,344825236,Abdulraheem,,Bagcilar,41.05161,28.82009,Entire home/apt,618,2,0,,,4,91,0,
43341643,Design studio  405,12173866,Tasarimparki,,Atasehir,40.97568,29.14849,Entire home/apt,201,30,6,2021-11-16,0.33,4,187,3,
43354304,Baza_Ist,344825236,Abdulraheem,,Bagcilar,41.05766,28.80967,Entire home/apt,876,2,0,,,4,91,0,
43358224,CHEAP BUT ENOUGH,345421338,Keri̇m,,Sisli,41.07336,28.99939,Shared room,103,1,0,,,1,365,0,
43373000,"Avcilar da full  eşyali,2+1,aylık,haftalık",345545495,Erhan,,Avcilar,41.00046,28.70403,Entire home/apt,791,7,0,,,1,365,0,
43374646,Eşsiz ve çok büyük bir balkon ve bahçesi var.,280667000,Gokhan,,Besiktas,41.05718,29.02673,Entire home/apt,876,7,0,,,3,84,0,
43374718,"Deniz manzaralı,bahçeli ve sessiz sakin bir sitede",280667000,Gokhan,,Besiktas,41.05708,29.02676,Entire home/apt,824,6,0,,,3,174,0,
43382025,Doğu Ataşehirde Merkezde  yeşillikler içerisinde .,276770043,Elçin,,Atasehir,40.99108,29.13256,Private room,300,1,0,,,1,365,0,
43389149,Family accommodation in a villa with pool and view,25376581,Mehmet,,Buyukcekmece,41.03278,28.46701,Entire home/apt,1944,9,0,,,3,59,0,
43390212,Nice flat near Bagdat Avenue and Marmaray metro.,92232544,Kemal,,Kadikoy,40.95544,29.09178,Private room,500,2,0,,,1,363,0,
43390307,cc,286980419,Cem Rıfat,,Bahcelievler,41.00042,28.85805,Private room,1442,1,1,2020-05-20,0.05,1,365,0,
43399954,Luxury confortable Room Taksim Sq,345821907,Esat,,Beyoglu,41.03417,28.97756,Private room,490,1,0,,,4,85,0,
43400913,İstanbulun merkezinde,341777468,Zeyni,,Fatih,41.00799,28.94963,Entire home/apt,1185,1,0,,,2,364,0,
43401673,bayanlar evime misafir olabilir.,345840973,Ahmet,,Kadikoy,40.99092,29.05613,Private room,100,1,0,,,1,365,0,
43401732,Comfortable home,43514024,Gül,,Eyup,41.17931,28.89343,Entire home/apt,704,1,2,2021-11-15,0.45,1,89,2,
43406728,Havuzlu sitede geniş bahçeli villa,89812943,Ali,,Sile,41.16202,29.63276,Entire home/apt,1000,5,0,,,1,0,0,
43408890,şişli keyfli ortam,345014935,Yaşar Timuçin,,Sisli,41.07052,28.98743,Entire home/apt,960,1,0,,,1,365,0,
43411238,Kendi yeriniz gibi rahat ediceksiniz,345063861,Deniz,,Beyoglu,41.03918,28.97529,Private room,258,1,0,,,1,179,0,
43419825,Ağva Nehri kıyısında Raindance Bungalow Suite,30655641,Zeynep Bahar,,Sile,41.1335,29.83983,Private room,1114,15,0,,,1,364,0,
43420397,"Teraslı, çiftler için uygun oda.",307098135,Volkan,,Beyoglu,41.04382,28.97487,Private room,100,2,1,2021-11-15,0.65,3,332,1,
43422730,Spacious and Clean Apartment,346070737,Adem,,Beyoglu,41.02521,28.97833,Entire home/apt,1500,1,5,2021-11-21,0.25,7,357,1,
43425821,Armada Oldcity Hotel,346121872,Levent,,Fatih,41.00394,28.98166,Hotel room,0,1,0,,,5,0,0,
43425822,Standard Sgl Room,346121872,Levent,,Fatih,41.00394,28.98166,Private room,758,1,0,,,5,365,0,
43425823,Standard Dbl Room,346121872,Levent,,Fatih,41.00394,28.98166,Private room,875,1,0,,,5,365,0,
43425825,Superior Dbl Room,346121872,Levent,,Fatih,41.00394,28.98166,Private room,1073,1,0,,,5,365,0,
43425826,Delux Room,346121872,Levent,,Fatih,41.00394,28.98166,Private room,1877,1,0,,,5,365,0,
43433648,SERVICED APARTMENTS IN MASLAK,32818161,Emrah,,Sisli,41.11992,29.01043,Entire home/apt,1633,1,0,,,9,365,0,
43436787,Viaport venezia mega cozy flat,320255729,Eren,,Gaziosmanpasa,41.08099,28.87922,Entire home/apt,800,200,0,,,8,365,0,
43438327,Luxury Residences in Maslak/ Maslak Rezidans,32818161,Emrah,,Sisli,41.11898,29.00927,Entire home/apt,2565,1,1,2020-08-22,0.06,9,365,0,
43441709,Yusufpaşa da temiz tadilatlı eşyalı daire,77577845,N. Sinan,,Fatih,41.00881,28.94785,Entire home/apt,983,2,9,2021-11-01,0.75,2,358,9,
43442554,Çekmeköydeki eviniz,275607242,Çetin Hakan,,Cekmekoy,41.02038,29.22199,Private room,150,1,0,,,1,365,0,
43447497,Huzur dolu enerjik bir ev harika manzarası var,231070272,Okan Basri,,Esenyurt,41.01449,28.67755,Shared room,200,1,0,,,1,365,0,
43455530,Awesome 6 bd villa w pool and garden w nice view,213157136,Ghassan,,Buyukcekmece,41.04711,28.50669,Entire home/apt,6645,7,0,,,67,365,0,
43455685,Luxury villa 6 bedrooms w pool &sauna,213157136,Ghassan,,Buyukcekmece,41.04482,28.50449,Entire home/apt,6594,2,1,2020-08-23,0.06,67,365,0,
43455875,Awesome 7br villa w pool&sauna n zekereyakoy,213157136,Ghassan,,Sariyer,41.20061,29.02807,Entire home/apt,9206,3,0,,,67,365,0,
43457033,Simple but elegant,22149696,Ahmed,,Basaksehir,41.09502,28.64566,Private room,512,3,0,,,1,89,0,
43459813,"COZY PLACE IN NISANTASI , CENTRAL, FEMALES ONLY",69384253,Gözde,,Sisli,41.05351,28.98864,Private room,187,7,0,,,1,268,0,
43465210,Evinizdeki gibi rahat,346533503,Nihat,,Uskudar,41.00158,29.06398,Private room,500,1,0,,,1,365,0,
43467006,Villa 28,87719876,Eren,,Sariyer,41.16397,29.04562,Private room,300,7,0,,,1,178,0,
43467141,Mall of İstanbul 3+1 Residence for 7 person,10248508,Muhammed,,Basaksehir,41.06246,28.80855,Entire home/apt,2267,8,0,,,4,364,0,
43470784,Rasimbey Köşkü Deniz Manzaralı Tarihi Köşk,345596493,Cem,,Adalar,40.87215,29.13076,Entire home/apt,3286,1,32,2021-12-26,1.86,5,360,18,
43471133,Dream Home with Garden & Middle of Kadıköy MODA,147627520,Ayşe Zeynep,,Kadikoy,40.98467,29.03078,Entire home/apt,933,1,9,2021-10-05,0.52,2,352,6,
43472509,"Clean, safe and cosy flat in a brandnew apartment",281646633,İrem,,Kadikoy,40.97732,29.04601,Entire home/apt,525,15,15,2021-09-10,0.86,1,81,7,
43472743,Unique roof in İdealtepe,89702096,Miray,,Maltepe,40.94161,29.12618,Entire home/apt,412,4,0,,,3,88,0,
43472904,Cozy Calm 2 Bed Bosphorus View w/ Terrace! #54,21636586,VNG Property,,Besiktas,41.06787,29.04417,Entire home/apt,786,3,20,2021-12-24,1.17,85,362,19,
43473382,White and central,14787694,Fatih,,Beyoglu,41.02961,28.97517,Entire home/apt,640,2,9,2021-10-09,0.63,4,353,8,
43473829,%100 New house New items,211353265,Yasar,,Kartal,40.88782,29.19812,Private room,670,3,0,,,1,83,0,
43474058,Superior Oda - The Place Suites Atasehir,346007874,Si̇nan,,Umraniye,41.00185,29.12796,Private room,1166,1,0,,,4,365,0,
43474214,Executive Oda - The Place Suites Atasehir,346007874,Si̇nan,,Umraniye,41.00297,29.12948,Private room,4914,1,0,,,4,0,0,
43474216,Deluxe Oda - The Place Suites Atasehir,346007874,Si̇nan,,Umraniye,41.00167,29.12859,Private room,3357,1,0,,,4,365,0,
43474379,Superior Oda - The Place Suites Atasehir,346007874,Si̇nan,,Umraniye,41.00169,29.12975,Private room,2712,1,2,2021-02-26,0.11,4,365,1,
43476528,Comfortable  Flat with Terrace in Cihangir,119410544,Mine,,Beyoglu,41.03078,28.98329,Entire home/apt,515,5,2,2021-10-02,0.53,1,243,2,
43476641,Confortable and economic room,286898829,Vildan,,Beykoz,41.10593,29.08356,Private room,130,1,2,2021-09-16,0.13,1,88,1,
43486931,"Ben halil, bir odamı size açıyorum.",346797856,Halil,,Kadikoy,40.99518,29.0365,Private room,154,3,7,2021-12-14,0.44,1,358,5,
43487512,Lüks ve muaazzam konaklama Ağaoğlu MyHome,346804376,Cansu,,Sisli,41.10977,29.00063,Entire home/apt,907,1,0,,,1,180,0,
43493416,Refuge Historic Old city + Terrace,2361238,Carolina,,Fatih,41.02989,28.94939,Entire home/apt,222,2,5,2021-11-14,1.88,7,343,5,
43498045,Bahçelievler yaylada ev,66063675,Ramazan,,Bahcelievler,41.0039,28.85543,Private room,150,1,0,,,1,175,0,
43506846,Taksim Meydana Maks:10 dakika,324175325,Oktay,,Sisli,41.04426,28.97925,Shared room,515,1,0,,,1,364,0,
43509169,Room in Uskudar,208540014,Rashid,,Uskudar,41.00288,29.06421,Private room,124,1,0,,,1,180,0,
43514933,Sunny room with private balcony in Kadikoy,43071114,Reine,,Kadikoy,40.99397,29.02986,Private room,300,3,0,,,1,160,0,
43519645,İn Beyoğlu Luxury Duplex Apartment with Sea View🌅,342148399,Burcu,,Beyoglu,41.0594,28.95281,Entire home/apt,699,1,0,,,1,178,0,
43520216,Kumburgaz villa denize çok yakın ve uygun fiyatlı,9247158,Gulcin,,Buyukcekmece,41.0315,28.44995,Entire home/apt,1200,2,1,2020-08-29,0.06,2,361,0,
43520759,Walking distance to most central places.,3264114,Derya,,Sisli,41.05075,28.98617,Entire home/apt,327,7,2,2021-01-24,0.14,1,354,1,
43521422,"Ultimate Sterilized & Best Locations,Cinema system",173954974,Hakan,,Kadikoy,40.98127,29.04943,Entire home/apt,457,10,10,2021-11-30,0.66,4,342,7,
43522539,"Camellia Hostel , king suite.",320873526,Kamelya,,Fatih,41.02146,28.95732,Entire home/apt,571,1,0,,,4,151,0,
43525274,Havalimanı Yakınında Bahçeli Villa,43886602,Oktay,,Arnavutkoy,41.26593,28.63579,Entire home/apt,2414,2,6,2021-09-18,0.31,2,87,2,
43529944,Elegance Room Karakoy,346070737,Adem,,Beyoglu,41.02641,28.97741,Private room,1371,1,2,2020-08-22,0.11,7,357,0,
43530399,Red Design 25m2 Studio Flat @Taksim - 7 min Metro,44854507,Dilem,,Beyoglu,41.03132,28.96964,Entire home/apt,200,2,14,2021-10-08,1.26,3,37,14,
43531945,1453'de 1+0 TERAS'lı ORMAN MANZARA'lı RESIDENCE,220972,Barış,,Sisli,41.11773,29.0122,Entire home/apt,1258,1,0,,,28,365,0,
43532534,1+1 MASLAK TERAS'lı LUX ORMAN MANZARALI RESIDENCE,220972,Barış,,Sisli,41.11548,29.01348,Entire home/apt,1491,7,0,,,28,365,0,
43532637,*HYGIENE CERTIFICATE* MASLAK 1453 2+1 LUX TERASLI,220972,Barış,,Sisli,41.1165,29.01473,Entire home/apt,3457,1,1,2021-03-11,0.10,28,365,1,
43532711,"3+1 MASLAK LUXURY TERRACE,FOREST VİEW RESIDENCE",220972,Barış,,Sisli,41.11632,29.01314,Entire home/apt,4606,7,0,,,28,365,0,
43533366,MASLAK MUHTEŞEM STUDYO 1+0 LUX TERASLI RESIDENCE,220972,Barış,,Sisli,41.11648,29.01299,Entire home/apt,1258,1,2,2020-07-26,0.11,28,365,0,
43533395,MASLAK HİJYEN SERTİFİKALI GÜNLÜK KİRALIK LUX 1+1,220972,Barış,,Sisli,41.11918,29.00797,Entire home/apt,1491,1,1,2020-06-24,0.05,28,365,0,
43540172,"Central, Safe and Peaceful Place in Kadikoy",84209756,Burak,,Kadikoy,40.95669,29.08994,Private room,371,1,0,,,1,9,0,
43545580,GAYRETTEPE,347576063,Berker,,Besiktas,41.06287,29.00433,Private room,206,1,0,,,1,178,0,
43552405,İstanbul Beylikdüzü Aile Dairesi,347645892,Sinan,,Beylikduzu,40.98418,28.67398,Entire home/apt,1062,3,0,,,1,42,0,
43557152,A fun apartment in the heart of Nisantasi,347695767,Armağan,,Sisli,41.05385,28.99146,Entire home/apt,361,3,0,,,1,305,0,
43566720,Modern Studio in Istanbul Downtown -Close to Metro,347784578,Mehmet Cem,,Sisli,41.05778,28.97865,Entire home/apt,475,4,32,2021-12-28,1.69,1,157,20,
43570468,Boğaz Manzarali Daire ( Bosphorus ),146242711,Serhat,,Uskudar,41.07481,29.06858,Private room,750,2,0,,,1,359,0,
43576873,"Decent, Next to the Seaside and Shopping",347879292,Mukbil,,Kadikoy,40.97275,29.04516,Entire home/apt,450,12,8,2021-12-10,0.47,1,296,4,
43578733,L1/The Most Central Place of Osmanbey ''Şişli'',347895224,Elmira,,Sisli,41.05615,28.98184,Entire home/apt,1964,2,3,2020-07-07,0.16,6,360,0,
43589282,Villa with Organic Garden near İstnbul New Airport,43886602,Oktay,,Arnavutkoy,41.26554,28.63556,Entire home/apt,2010,2,0,,,2,362,0,
43590338,Küçük Ev hotel restorant,347980517,Kucukev,,Sile,41.13185,29.84092,Private room,250,1,1,2020-07-19,0.06,1,274,0,
43591130,"Great sea view in Taksim,Cihangir",347985660,Emre,,Beyoglu,41.0347,28.98421,Entire home/apt,392,3,58,2021-11-25,3.43,5,169,40,
43591664,"Studio Flat,  in new residence near Taksim",211607335,Mehmet,,Beyoglu,41.04067,28.97681,Entire home/apt,408,2,8,2021-10-26,0.53,2,338,5,
43596045,İstanbul Bogazicinde Ortaköy Beşiktaş'da Mustakil,339816204,Hamit,,Besiktas,41.05309,29.02554,Entire home/apt,824,7,0,,,2,365,0,
43599462,Very cosy flat  with 4 rooms  in Bağdat Street,159831136,Cansu,,Kadikoy,40.96549,29.08392,Private room,257,2,1,2021-07-30,0.19,2,304,1,
43600436,Amazing View in duplex apt with huge terrace,348072727,Adrian,,Beyoglu,41.0317,28.97165,Entire home/apt,2449,4,51,2021-12-16,2.73,1,176,33,
43607705,Peaceful and Comfortable Home in Istanbul,348160988,Hüseyin,,Sisli,41.06305,28.97637,Private room,210,1,0,,,1,90,0,
43610038,Lovely Flat w/BigTV&Chrome in City Center Metro 2m,43170299,Mert,,Sisli,41.05561,28.98584,Entire home/apt,508,2,65,2021-12-22,3.48,17,355,44,
43614557,"city center, 2 min to metro, comfortable room.",9268955,Emin,,Sisli,41.0563,28.9854,Private room,206,15,1,2020-11-27,0.08,4,11,0,
43623382,"Very cosy ,calm and central flat in Bagdat Street",159831136,Cansu,,Kadikoy,40.96555,29.08512,Private room,280,3,0,,,2,365,0,
43624164,Cozy Room At Taksim Square +  Private Bath,348318278,Rosso,,Beyoglu,41.03521,28.98321,Private room,816,1,15,2021-10-17,0.78,8,362,5,
43626063,Cozy Room At Taksim Square + Private Bath ///,348318278,Rosso,,Beyoglu,41.03512,28.98255,Private room,816,1,11,2021-10-30,0.68,8,362,7,
43626160,Cozy Room At Taksim Square + Private Bath //,348318278,Rosso,,Beyoglu,41.03467,28.98118,Private room,816,1,1,2020-09-12,0.06,8,362,0,
43631481,Cozy Room At Taksim Square +  Private Bath /,348318278,Rosso,,Beyoglu,41.03408,28.98318,Private room,816,1,6,2021-10-15,0.37,8,362,4,
43633109,105 residence  basin express,348400776,David,,Bagcilar,41.04142,28.81353,Entire home/apt,415,5,13,2021-12-26,0.69,4,340,6,
43633415,"Kartal sahilde, Marmaray’a yürüme mesafesinde",318787549,Eylül,,Kartal,40.88688,29.19764,Private room,100,1,0,,,4,362,0,
43639790,"Highend Apartment, 2 Bedrooms , in Luxury Compound",348470760,Taysir,,Bagcilar,41.06294,28.84153,Entire home/apt,1030,1,0,,,1,365,0,
43640161,L2/The Most Central Place of Osmanbey ''Şişli'',347895224,Elmira,,Sisli,41.05067,28.9876,Entire home/apt,1939,2,0,,,6,360,0,
43640416,c1/The Most Central Place in ''Şişli'',347895224,Elmira,,Sisli,41.0555,28.98171,Entire home/apt,200,2,4,2021-05-20,0.22,6,354,1,
43640541,c3/The Most Central Place of ''Şişli'',347895224,Elmira,,Sisli,41.05675,28.98241,Entire home/apt,1514,2,1,2020-06-29,0.05,6,352,0,
43645425,شقة فندقية فاخرة قرب المطار 105 luxury residence,348400776,David,,Bagcilar,41.04081,28.81363,Entire home/apt,407,3,7,2021-11-21,0.45,4,359,5,
43648345,Galata Home,160560803,Umurcan,,Beyoglu,41.0262,28.97437,Entire home/apt,2216,3,21,2021-12-26,1.16,1,172,14,
43648616,Standart Oda - Park inn by Radisson Istanbul Airport Odayeri,276190210,Yunis,,Eyup,41.23783,28.85437,Private room,1773,1,0,,,5,365,0,
43648639,Studio Oda - Park inn by Radisson Istanbul Airport Odayeri,276190210,Yunis,,Eyup,41.23659,28.85432,Private room,1773,1,0,,,5,365,0,
43648706,Superior Oda - Park inn by Radisson Istanbul Airport Odayeri,276190210,Yunis,,Eyup,41.23609,28.85404,Private room,1901,1,0,,,5,365,0,
43648727,Junior Suite - Park inn by Radisson Istanbul Airport Odayeri,276190210,Yunis,,Eyup,41.23593,28.85542,Private room,2028,1,0,,,5,365,0,
43648744,One Bedroom Suite - Park inn by Radisson Istanbul Airport Odayeri,276190210,Yunis,,Eyup,41.23655,28.85386,Private room,3052,1,0,,,5,365,0,
43650738,Deluxe Studio Apartment with a private kitchen,348566168,Mahmut,,Beyoglu,41.02754,28.97765,Entire home/apt,658,1,18,2021-11-04,0.97,3,356,11,
43651236,Luxury  Apartment With a Small Equipped Kitchen,149915983,Mücahid,,Beyoglu,41.02651,28.97788,Entire home/apt,1724,1,41,2021-10-24,2.15,12,120,13,
43656279,AİLE VİLLASI,220988634,İlker,,Buyukcekmece,41.03163,28.46759,Entire home/apt,3500,3,0,,,1,365,0,
43660184,Kozyatağı inönü caddesi temiz ev,117875000,Sena,,Kadikoy,40.97952,29.08684,Entire home/apt,584,5,5,2021-12-11,0.29,1,352,4,
43661181,taksim square delux and kings rooms,290697555,Taksim Center Hotel,,Beyoglu,41.03769,28.98196,Entire home/apt,1950,1,2,2021-05-06,0.21,2,365,2,
43662139,Centre house of Beşiktaş,167680328,Melisa,,Sisli,41.04981,28.99867,Private room,361,1,0,,,1,177,0,
43665381,★Flat in Tower downtown Istanbul,58075003,Basel,,Bagcilar,41.05811,28.81213,Entire home/apt,773,5,8,2021-11-14,0.57,4,75,6,
43666975,Apartment with a sea view,212895190,Abdullah,,Pendik,40.88517,29.23051,Private room,163,1,27,2021-10-10,1.51,1,0,15,
43672219,105 luxury Residence Istanbul 1+1 daire,348400776,David,,Bagcilar,41.0406,28.81368,Entire home/apt,361,7,9,2021-12-12,0.50,4,336,6,
43673858,ağva'da villa,348795488,Şahin,,Sile,41.13839,29.85903,Entire home/apt,1421,1,12,2021-12-06,1.59,2,85,12,
43675014,"Very close to Golden Horn, Taksim, Eminönü",348803589,Gizo,,Beyoglu,41.04529,28.94543,Private room,233,1,0,,,1,365,0,
43675554,"Close to Bosphorus, cosy and joyfull family home",348797200,Seda,,Uskudar,41.04534,29.0856,Private room,220,3,9,2021-10-24,0.51,1,87,4,
43683862,Luxury Design Karaköy,346070737,Adem,,Beyoglu,41.02378,28.97637,Entire home/apt,1500,1,5,2021-04-06,0.29,7,172,2,
43684633,Nice Cosy Flat in Heart of Taksim,348894969,Caner,,Beyoglu,41.03762,28.97665,Shared room,260,2,19,2021-08-06,1.06,1,60,10,
43684877,Cosy Apartmen Near Seaside,56684796,Volkan,,Tuzla,40.81643,29.29147,Entire home/apt,300,15,0,,,1,361,0,
43686678,Boutique Hotel Room 4,348908368,Salih,,Sisli,41.04287,28.98435,Private room,814,2,0,,,3,365,0,
43688226,A vintage high ceiling apartment near istiklal,40170912,Naglaa,,Beyoglu,41.03616,28.97375,Entire home/apt,383,5,25,2021-11-05,1.43,2,149,17,
43688955,Cute Studio at Taksim,46048287,First,,Beyoglu,41.03668,28.98204,Entire home/apt,222,1,1,2020-07-06,0.06,2,273,0,
43690645,Marina Residence Kartal,288479760,Kerem,,Kartal,40.8842,29.20094,Entire home/apt,816,1,26,2021-10-30,1.44,1,172,15,
43692830,★Luxury 60sqm Loft★#8,7980429,Eren,,Beyoglu,41.03122,28.97997,Entire home/apt,1299,3,25,2021-12-26,1.42,32,262,21,
43694227,"Just take a look/you will love it!Central,Fastwifi",96752845,Özgür,,Beyoglu,41.02958,28.9798,Entire home/apt,620,2,10,2021-12-10,0.61,8,348,8,
43696343,Luxury 1Br Flat in Cukurcuma #11,7980429,Eren,,Beyoglu,41.03201,28.97921,Entire home/apt,1299,3,5,2021-08-17,0.38,32,0,4,
43696849,1Br Apartment in SoHo-like area #6,7980429,Eren,,Beyoglu,41.03122,28.97997,Entire home/apt,1191,3,19,2021-12-24,1.32,32,262,16,
43701131,Duplex House With A Beautiful Wiev,252361137,Zeliha,,Eyup,41.06209,28.94197,Entire home/apt,700,3,1,2020-10-11,0.07,3,356,0,
43701348,cozy room at taksim square for 3 pax,344080449,Rose,,Beyoglu,41.03489,28.98392,Private room,500,1,0,,,6,362,0,
43702282,Cosy Duplex Flat w/ a Beautiful Terrace in Moda,49371629,Merve,,Kadikoy,40.98432,29.03184,Entire home/apt,1216,4,27,2021-11-28,1.46,1,8,19,
43706358,SINGLE ROOM,121824330,Ramazan,,Fatih,41.01257,28.97481,Private room,586,1,3,2021-03-24,0.30,6,360,3,
43706909,Paradise,349138193,Mesut,,Beyoglu,41.03626,28.98154,Private room,412,1,0,,,1,365,0,
43707486,Galadoo Suites 1st Floor,349137401,Nevzat Cengiz,,Beyoglu,41.02671,28.97362,Entire home/apt,1066,2,45,2021-12-14,2.51,4,314,30,
43707555,Haramidere Metrobüs,349144918,Ali,,Esenyurt,41.01367,28.68293,Entire home/apt,639,15,0,,,1,365,0,
43708275,Best of the best place of istanbul,8040666,Gorkem,,Besiktas,41.07549,29.02487,Entire home/apt,571,3,2,2021-05-06,0.21,5,361,2,
43710157,Stüdyo in the very center of İstanbul !,206656075,Mohamed,,Fatih,41.01898,28.94403,Entire home/apt,227,1,10,2021-12-27,0.79,4,217,9,
43711025,EMR OTEL,349170853,Mücai̇t,,Buyukcekmece,41.03601,28.45143,Private room,280,1,0,,,1,365,0,
43711336,Metropol İstanbul 52. Kat Ultra Lux Residence,61682169,Bariş,,Atasehir,40.9947,29.12127,Entire home/apt,1750,1,23,2021-12-28,1.31,11,358,20,
43713532,taksim meydanda  balkonlu ferah oda,344080449,Rose,,Beyoglu,41.03355,28.98255,Entire home/apt,500,1,24,2021-06-11,1.28,6,362,6,
43714366,"Metrobüs,otobüs durağına 5 dk uzaklıkta özel oda",78225451,Yonca,,Kagithane,41.06732,28.97475,Private room,450,1,0,,,1,0,0,
43723120,شقة مفروشة فرش فندقي مكيفة بالكامل في افضل مكان,50229858,Hany,,Basaksehir,41.09351,28.77137,Entire home/apt,1017,4,1,2021-03-25,0.11,1,179,1,
43723809,kadıköy merkez,341214697,Özge,,Kadikoy,40.99586,29.02875,Private room,120,7,20,2021-09-27,1.10,2,356,11,
43724801,1Bedroom Comfy&Spaciousness Flat Heart of Cihangir,96752845,Özgür,,Beyoglu,41.02993,28.98244,Entire home/apt,640,2,21,2021-12-23,1.17,8,348,12,
43726140,karslinin malikanesi:))),242689838,Nurettin,,Umraniye,41.00905,29.09276,Entire home/apt,1793,3,0,,,1,179,0,
43731840,İstanbul’a yarım saat mesafede bir cennet,38144038,Zeynep,,Silivri,41.06402,28.30494,Entire home/apt,600,10,10,2021-02-01,0.58,2,179,2,
43732989,"Modada şık ve konforlu , doğa manzaralı daire",38144038,Zeynep,,Kadikoy,40.98301,29.02188,Entire home/apt,650,5,5,2021-10-11,0.34,2,182,3,
